_step,critic/scores/stem_web/std,critic/scores/codegen__taco/min,response_length/codegen__livecodebench/clip_ratio,critic/scores/codegen__leetcode2k/mean,response_length/simulation__barc/min,response_length/math__merged_deduped_dapo_or1_dataset/min,response_length/codegen__primeintellect/mean,critic/scores/stem_web/mean,response_length/simulation__codeio/mean,critic/rewards/max,response_length/codegen__livecodebench/min,critic/scores/table__multihier/mean,response_length/stem_web/max,response_length/codegen__taco/clip_ratio,response_length/math__deepscaler_preview/min,response_length/simulation__arcagi1/mean,response_length/codegen__taco/mean,response_length/codegen__livecodebench/max,response_length/stem_web/clip_ratio,critic/scores/table__hitab/min,critic/scores/simulation__arcagi1/min,response_length/codegen__leetcode2k/max,response_length/math__deepscaler_preview/clip_ratio,critic/scores/table__multihier/max,critic/scores/codegen__primeintellect/min,critic/scores/simulation__arcagi2/max,critic/scores/logic__zebra_puzzle_dataset/min,response_length/logic__zebra_puzzle_dataset/clip_ratio,critic/scores/logic__zebra_puzzle_dataset/std,critic/scores/stem_web/max,response_length/stem_web/mean,response_length/math__merged_deduped_dapo_or1_dataset/mean,critic/scores/math__merged_deduped_dapo_or1_dataset/min,response_length/simulation__arcagi1/min,response_length/table__hitab/mean,critic/scores/math__deepscaler_preview/std,critic/scores/codegen__taco/mean,critic/scores/codegen__leetcode2k/max,response_length/logic__ordering_puzzle_dataset/clip_ratio,response_length/codegen__livecodebench/mean,critic/scores/simulation__barc/min,critic/scores/codegen__primeintellect/std,response_length/simulation__arcagi2/max,response_length/logic__ordering_puzzle_dataset/mean,critic/scores/stem_web/min,response_length/mean,response_length/table__multihier/mean,critic/scores/simulation__barc/mean,response_length/simulation__barc/max,critic/scores/math__merged_deduped_dapo_or1_dataset/max,critic/rewards/mean,critic/scores/math__deepscaler_preview/mean,response_length/logic__graph_logical_dataset/mean,critic/scores/logic__graph_logical_dataset/min,critic/scores/logic__zebra_puzzle_dataset/mean,response_length/codegen__leetcode2k/min,critic/scores/logic__graph_logical_dataset/max,critic/scores/table__multihier/min,critic/scores/codegen__primeintellect/max,response_length/simulation__codeio/clip_ratio,critic/scores/simulation__arcagi2/std,response_length/simulation__arcagi1/max,critic/scores/simulation__barc/std,critic/scores/logic__ordering_puzzle_dataset/std,response_length/logic__zebra_puzzle_dataset/min,critic/scores/codegen__livecodebench/std,response_length/table__hitab/max,response_length/simulation__barc/clip_ratio,critic/scores/codegen__taco/max,critic/scores/codegen__leetcode2k/min,critic/scores/table__hitab/mean,critic/scores/logic__ordering_puzzle_dataset/mean,critic/scores/simulation__codeio/mean,response_length/logic__graph_logical_dataset/clip_ratio,response_length/simulation__barc/mean,response_length/table__multihier/min,response_length/codegen__leetcode2k/mean,response_length/simulation__arcagi2/mean,response_length/simulation__codeio/min,response_length/simulation__codeio/max,critic/rewards/min,response_length/logic__zebra_puzzle_dataset/max,critic/scores/codegen__livecodebench/max,critic/scores/codegen__taco/std,critic/scores/codegen__livecodebench/min,critic/scores/math__deepscaler_preview/min,response_length/simulation__arcagi2/clip_ratio,response_length/codegen__leetcode2k/clip_ratio,response_length/table__multihier/max,critic/scores/simulation__arcagi1/std,response_length/math__merged_deduped_dapo_or1_dataset/clip_ratio,response_length/codegen__taco/max,response_length/min,response_length/logic__ordering_puzzle_dataset/min,critic/scores/codegen__leetcode2k/std,critic/scores/math__merged_deduped_dapo_or1_dataset/std,critic/scores/math__merged_deduped_dapo_or1_dataset/mean,response_length/logic__zebra_puzzle_dataset/mean,critic/scores/table__hitab/std,critic/scores/table__multihier/std,response_length/table__hitab/clip_ratio,response_length/logic__graph_logical_dataset/max,response_length/simulation__arcagi2/min,response_length/simulation__arcagi1/clip_ratio,critic/scores/simulation__arcagi1/max,response_length/codegen__taco/min,critic/scores/simulation__arcagi2/min,response_length/logic__ordering_puzzle_dataset/max,critic/scores/simulation__arcagi2/mean,response_length/stem_web/min,response_length/table__multihier/clip_ratio,critic/scores/simulation__codeio/min,critic/scores/codegen__primeintellect/mean,critic/scores/logic__graph_logical_dataset/std,response_length/math__deepscaler_preview/max,response_length/clip_ratio,response_length/codegen__primeintellect/clip_ratio,critic/scores/logic__ordering_puzzle_dataset/min,response_length/logic__graph_logical_dataset/min,critic/scores/simulation__arcagi1/mean,critic/scores/logic__graph_logical_dataset/mean,response_length/math__merged_deduped_dapo_or1_dataset/max,critic/scores/simulation__codeio/std,critic/scores/math__deepscaler_preview/max,critic/scores/codegen__livecodebench/mean,critic/scores/logic__zebra_puzzle_dataset/max,response_length/max,critic/scores/simulation__codeio/max,response_length/math__deepscaler_preview/mean,critic/scores/simulation__barc/max,critic/scores/table__hitab/max,response_length/table__hitab/min,critic/scores/logic__ordering_puzzle_dataset/max,response_length/codegen__primeintellect/min,response_length/codegen__primeintellect/max,run_id,run_created_at,run_name
16,0.27989697456359863,0,0.0,0.4821428656578064,53,78,380.68212890625,0.08562500029802322,304.4081726074219,1,208,0.4236111044883728,3668,0.0,111,470.9375,320.2794189453125,526,0.0,0,0,783,0.0,1,0,0,0.0,0.0,0.235931858420372,1,757.5181274414062,663.8736572265625,0,180,142.26983642578125,0.3016405701637268,0.2904411852359772,1,0.0020833334419876337,399.125,0,0.33502423763275146,2025,396.5625,0,450.91064453125,249.4606475830078,0.0535714291036129,2756,1,0.24214684963226318,0.10096153616905212,198.84584045410156,0,0.27430763840675354,161,1,0,1,0.0,0.0,1027,0.2254217267036438,0.3533072769641876,118,0.5,3742,0.0,1,0,0.6716269850730896,0.1458333283662796,0.29012346267700195,0.0,544.8236694335938,69,377.1428527832031,727.21875,6,3272,0,1500,1,0.4543837904930115,0,0,0.0,0,4288,0.420013427734375,0.0013297871919348836,814,6,52,0.5019267797470093,0.3263567090034485,0.12101063877344131,600.7604370117188,0.4698544442653656,0.4947032034397125,0.0,4051,118,0.0,1,87,0,8192,0.0,87,0.0,0,0.12857143580913544,0.3494367003440857,2774,0.000244140625,0.0,0,26,0.21875,0.14166666567325592,8192,0.45399436354637146,1,0.375,1.0,8192,1,581.1490478515625,1,1,36,1,108,1343,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
18,0.29103225469589233,0,0.0,0.3541666567325592,73,47,357.6152648925781,0.09334415942430496,345.37213134765625,1,258,0.37828946113586426,6065,0.0,80,323.3125,332.5412292480469,752,0.0,0,0,832,0.0,1,0,0,0.0,0.0,0.20955698192119598,1,780.0219116210938,680.7316284179688,0,122,149.43861389160156,0.29625073075294495,0.23803190886974335,1,0.0,445.03125,0,0.4178726077079773,1417,426.07452392578125,0,464.6070556640625,262.02630615234375,0.05937499925494194,1392,1,0.22063101828098297,0.09687499701976776,256.1015625,0,0.2823164761066437,196,1,0,1,0.0,0.0,717,0.23669534921646118,0.3391284644603729,66,0.0,1180,0.0,1,0,0.5133928656578064,0.13221153616905212,0.2902298867702484,0.00390625,473.91876220703125,63,436.75,865.4375,50,4337,0,2680,0,0.4261622130870819,0,0,0.0,0,2951,0.0,0.0,1033,34,61,0.48332110047340393,0.3110983073711395,0.10845588147640228,603.1979370117188,0.500099778175354,0.485759973526001,0.0,8192,348,0.0,0,72,0,1019,0.0,128,0.0,0,0.22499999403953552,0.2920515537261963,7303,0.0001220703125,0.0,0,35,0.0,0.09375,4226,0.45403149724006653,1,0.0,0.8571428656578064,8192,1,694.5531005859375,1,1,34,1,101,1084,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
20,0.33085867762565613,0,0.0,0.3035714328289032,49,120,331.0494079589844,0.125,316.33380126953125,1,122,0.37784090638160706,6572,0.0,71,624.46875,322.3295593261719,782,0.0,0,0,822,0.0,1,0,0,0.0,0.0,0.25165241956710815,1,866.9451293945312,710.4099731445312,0,252,161.70956420898438,0.41215190291404724,0.23011364042758942,1,0.0,283.46875,0,0.4488682150840759,2526,396.6875,0,447.4952392578125,240.4375,0.027173912152647972,1402,1,0.26756152510643005,0.2161458283662796,276.3958435058594,0,0.3910995423793793,131,1,0,1,0.0,0.0,1457,0.1628113090991974,0.3394581377506256,87,0.498990923166275,4144,0.0,1,0,0.6038603186607361,0.13249999284744263,0.33877840638160706,0.0,454.4130554199219,79,430.2321472167969,677.71875,47,3992,0,2237,1,0.42120465636253357,0,0,0.0,0,666,0.0,0.0,941,38,49,0.4618662893772125,0.33089423179626465,0.125,403.3166809082031,0.4893190264701843,0.48553773760795593,0.0,4160,103,0.0,0,63,0,987,0.0,69,0.0,0,0.27906978130340576,0.2922426462173462,1842,0.0,0.0,0,39,0.0,0.09375,4491,0.4734625816345215,1,0.40625,1.0,6572,1,551.4583129882812,1,1,38,1,89,2903,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
21,0.31682705879211426,0,0.0,0.5208333134651184,96,112,330.5234375,0.1130952388048172,336.7563171386719,1,198,0.41576087474823,6541,0.0,78,882.6875,301.3020935058594,457,0.0,0,0,671,0.0,1,0,1,0.0,0.0,0.19048991799354553,1,804.8348388671875,692.2581787109375,0,359,146.203369140625,0.38372179865837097,0.2261904776096344,1,0.0,338.4375,0,0.3708154261112213,910,364.61041259765625,0,447.1748046875,231.23097229003906,0.08749999850988388,2209,1,0.26067405939102173,0.17905405163764954,219.1875,0,0.3995882570743561,140,1,0,1,0.0,0.25,2013,0.2831569015979767,0.4035119116306305,94,0.40311288833618164,843,0.0,1,0,0.625,0.20416666567325592,0.25189393758773804,0.0,491.8958435058594,75,378.1875,356.25,58,4452,0,2115,1,0.4186755120754242,0,0,0.0,0,1662,0.0,0.0013586956774815917,1013,33,39,0.5021882057189941,0.3527236878871918,0.145380437374115,409.6145935058594,0.48436322808265686,0.4935236871242523,0.0,4436,107,0.0,0,100,0,1471,0.0625,87,0.0,0,0.1640625,0.3879109025001526,4418,0.0001220703125,0.0,0,33,0.0,0.18359375,8192,0.4342377483844757,1,0.1875,0.9444444179534912,8192,1,690.4661865234375,1,1,38,1,90,694,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
23,0.3576282858848572,0,0.0,0.46875,17,117,341.0422668457031,0.15043604373931885,338.15704345703125,1,252,0.36057692766189575,3164,0.0,190,627.875,309.7392883300781,483,0.0,0,0,965,0.0,1,0,0,0.0,0.0,0.18930265307426453,1,855.3314208984375,718.3761596679688,0,95,141.10202026367188,0.377763956785202,0.24285714328289032,1,0.0,370.8125,0,0.45689138770103455,1018,378.2198181152344,0,460.9530029296875,256.9831848144531,0.08189655095338821,2618,1,0.26909396052360535,0.171875,266.3298645019531,0,0.42433077096939087,166,1,0,1,0.0,0.0,1156,0.27450302243232727,0.3235888183116913,82,0.0,3572,0.0,1,0,0.65625,0.11853448301553726,0.2906250059604645,0.0,440.22198486328125,65,449.5625,539.5625,48,4671,0,1375,0,0.42919284105300903,0,0,0.0,0,2210,0.1767766922712326,0.0,821,17,46,0.5009832978248596,0.3086315393447876,0.10648148506879807,359.83087158203125,0.4751772880554199,0.4807460606098175,0.0,5449,295,0.0,1,92,0,6508,0.0,108,0.0,0,0.2959558963775635,0.3351972997188568,5451,0.0,0.0,0,27,0.03125,0.1284722238779068,4696,0.4542282521724701,1,0.0,1.0,6508,1,728.46875,1,1,39,1,75,960,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
26,0.3343595862388611,0,0.0,0.3697916567325592,55,73,312.9161071777344,0.12812499701976776,405.58917236328125,1,243,0.4947916567325592,6531,0.0,269,609.7999877929688,283.08721923828125,597,0.0,0,0,1192,0.0,1,0,1,0.0,0.0,0.17826229333877563,1,920.9148559570312,752.8800048828125,0,56,141.41128540039062,0.449556827545166,0.3720930218696594,1,0.0,401.0625,0,0.4546520411968231,1413,395.8841857910156,0,478.3963623046875,217.1067657470703,0.08806817978620529,2255,1,0.30214789509773254,0.27989131212234497,271.6614685058594,0,0.4562308192253113,165,1,0,1,0.0007022471982054412,0.3566739559173584,3517,0.2837974429130554,0.36167559027671814,79,0.25,2480,0.0,1,0,0.6774193644523621,0.15441176295280457,0.3377808928489685,0.0,461.3153381347656,74,409.0416564941406,544.4166870117188,39,8192,0,1502,1,0.48371466994285583,0,0,0.0,0,1293,0.2435886710882187,0.0012499999720603228,947,36,51,0.484010249376297,0.33513256907463074,0.1287499964237213,300.9151916503906,0.4676995575428009,0.5006251335144043,0.0,4572,106,0.0,1,70,0,1006,0.1458333283662796,83,0.0,0,0.29111841320991516,0.3538617789745331,4859,0.000244140625,0.0,0,36,0.0625,0.1458333283662796,8192,0.4731195867061615,1,0.0625,1.0,8192,1,800.396728515625,1,1,41,1,99,955,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
27,0.35960182547569275,0,0.0,0.265625,131,211,327.915283203125,0.15247252583503723,359.3772888183594,1,166,0.5400000214576721,8192,0.0,115,590.3125,297.4451599121094,608,0.0006868132040835917,0,0,650,0.0,1,0,0,0.0,0.0,0.1701466143131256,1,895.5096435546875,832.6961059570312,0,198,146.31129455566406,0.39513951539993286,0.26530611515045166,1,0.0,321.265625,0,0.4241197109222412,699,409.8722839355469,0,495.119873046875,254.6699981689453,0.01923076994717121,2330,1,0.2728404104709625,0.1929347813129425,259.7406311035156,0,0.4904887080192566,208,1,0,1,0.0,0.0,1785,0.1376664936542511,0.43201979994773865,100,0.42695629596710205,979,0.0,1,0,0.6189903616905212,0.24728260934352875,0.3353658616542816,0.0,542.2740478515625,78,393.734375,417.0625,42,4107,0,1383,1,0.44177791476249695,0,0,0.0,0,2447,0.20194093883037567,0.0,3131,31,53,0.44515693187713623,0.28707608580589294,0.09051723778247833,285.77630615234375,0.4859270453453064,0.49902158975601196,0.0,4117,166,0.0,1,85,0,998,0.0,152,0.0,0,0.23472222685813904,0.30046984553337097,4638,0.0001220703125,0.0,0,31,0.0416666679084301,0.10000000149011612,4483,0.4722982347011566,1,0.234375,1.0,8192,1,816.9375,1,1,40,1,47,1040,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
29,0.38305196166038513,0,0.0,0.5625,87,122,338.972412109375,0.1784539520740509,382.375,1,218,0.4921875,6684,0.0,107,588.4375,321.3606872558594,630,0.0,0,0,1079,0.0,1,0,1,0.0,0.0,0.22166599333286285,1,989.06005859375,845.6109008789062,0,111,127.00244903564453,0.42524150013923645,0.3359375,1,0.0,381.0625,0,0.443525493144989,2768,419.9281311035156,0,520.0535888671875,241.21875,0.03515625,1860,1,0.29944971203804016,0.236328125,282.2720642089844,0,0.5004105567932129,169,1,0,1,0.0,0.3106848895549774,2628,0.18453538417816162,0.3665986657142639,91,0.24462302029132843,999,0.0,1,0,0.7365196347236633,0.15937499701976776,0.3031249940395355,0.0,457.66796875,75,393.625,582.8928833007812,60,4879,0,1531,1,0.4726249575614929,0,0,0.0,0,786,0.0,0.0,1045,33,56,0.4986824691295624,0.33981576561927795,0.13306452333927155,335.0535583496094,0.4407908618450165,0.5005912184715271,0.0,5884,67,0.0,0,90,0,947,0.1071428582072258,170,0.0,0,0.26838234066963196,0.42264363169670105,4203,0.0,0.0,0,33,0.0,0.23161764442920685,4546,0.45975247025489807,1,0.0625,1.0,6684,1,851.376953125,1,1,42,1,85,1190,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
30,0.37466105818748474,0,0.0,0.0625,76,108,279.0852355957031,0.16875000298023224,447.16876220703125,1,143,0.3828125,5225,0.0,84,657.5625,277.6424560546875,291,0.0,0,0,775,0.0,1,0,1,0.0,0.0,0.18654954433441162,1,946.2444458007812,818.82568359375,0,365,141.80018615722656,0.41964638233184814,0.3241279125213623,1,0.0,198.9375,0,0.4278108477592468,2318,402.2149963378906,0,537.709228515625,279.7109375,0.0520833320915699,2842,1,0.28458070755004883,0.2276785671710968,327.53125,0,0.5012732744216919,333,1,0,1,0.0,0.1767766922712326,1659,0.2225818634033203,0.4164460599422455,82,0.40311288833618164,4543,0.0,1,0,0.6467803120613098,0.2224999964237213,0.35357141494750977,0.0,520.03125,84,525.0,808.125,61,4559,0,1468,1,0.4683886170387268,0,0,0.0,0,853,0.0,0.0,802,39,60,0.24593469500541687,0.35860443115234375,0.15140844881534576,302.1339416503906,0.4781967103481293,0.48702529072761536,0.0,5959,87,0.0,0,88,0,1248,0.03125,227,0.0,0,0.24053029716014862,0.21542797982692719,5515,0.0,0.0,0,41,0.0,0.0486111119389534,4704,0.47829166054725647,1,0.1875,1.0,5959,1,777.6175537109375,1,1,39,1,73,900,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
33,0.37213000655174255,0,0.0,0.453125,80,103,291.2171936035156,0.16589505970478058,459.3879699707031,1,217,0.5685483813285828,4236,0.0,110,820.4375,282.3284912109375,715,0.0,0,0,975,0.0,1,0,0,0.0,0.0,0.21123722195625305,1,960.24072265625,934.4247436523438,0,493,120.71286010742188,0.39395254850387573,0.44331395626068115,1,0.0,363.4166564941406,0,0.4732268750667572,1776,458.0185241699219,0,508.770263671875,261.0625,0.0442708320915699,2753,1,0.342800110578537,0.19117647409439087,285.1805419921875,0,0.4852279722690582,176,1,0,1,0.0,0.0,1749,0.20596455037593842,0.44248446822166443,97,0.48332110047340393,1792,0.0,1,0,0.7192028760910034,0.26620370149612427,0.33993902802467346,0.0,603.8125,69,436.203125,591.0,80,4711,0,3226,1,0.49713772535324097,0,0,0.0,0,4059,0.0,0.0,978,37,59,0.4997538626194,0.36271873116493225,0.15561224520206451,343.92578125,0.4495922327041626,0.4957788586616516,0.0,4744,92,0.0,0,92,0,1092,0.0,175,0.0,0,0.3375000059604645,0.3637242019176483,4027,0.0,0.0,0,38,0.0,0.15625,5861,0.47386878728866577,1,0.3541666567325592,1.0,5861,1,845.6433715820312,1,1,37,1,87,3416,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
34,0.3890496492385864,0,0.0,0.1875,49,153,292.86553955078125,0.18571428954601288,400.0828552246094,1,167,0.36250001192092896,4052,0.0,206,700.375,326.1861877441406,422,0.0,0,0,928,0.0,1,0,1,0.0,0.0,0.20614215731620789,1,1014.5464477539062,890.476318359375,0,160,119.03528594970703,0.35751861333847046,0.375,1,0.0,273.25,0,0.47185155749320984,825,434.90130615234375,0,518.2650146484375,206.84750366210938,0.16477273404598236,4378,1,0.322030246257782,0.15000000596046448,326.42999267578125,0,0.5223221182823181,287,1,0,1,0.0,0.2961445748806,1554,0.37150338292121887,0.36830705404281616,96,0.4472135901451111,598,0.0,1,0,0.742943525314331,0.16118420660495758,0.36235955357551575,0.0024999999441206455,602.210205078125,60,512.65625,328.03125,29,3874,0,1477,1,0.484438419342041,0,0,0.0,0,950,0.1767766922712326,0.0,2810,29,73,0.39236128330230713,0.3702927529811859,0.16382575035095215,330.7867736816406,0.4372312128543854,0.48132413625717163,0.0,8192,85,0.0,1,96,0,1176,0.09375,176,0.0,0,0.3333333432674408,0.35751861333847046,4887,0.0001220703125,0.0,0,32,0.03125,0.15000000596046448,4580,0.48085078597068787,1,0.25,1.0,8192,1,855.1950073242188,1,1,45,1,103,814,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
35,0.4097510576248169,0,0.0,0.375,66,140,308.1796875,0.21327319741249084,413.4527282714844,1,92,0.4848484992980957,4454,0.0,193,648.6875,291.4503173828125,682,0.0,0,0,917,0.0,1,0,1,0.0,0.0,0.16478762030601501,1,989.8427734375,851.8191528320312,0,80,130.32916259765625,0.38283246755599976,0.29006409645080566,1,0.0,317.5,0,0.4564536213874817,2103,421.1636962890625,0,531.2044677734375,237.28598022460938,0.14338235557079315,2648,1,0.3078528046607971,0.17763157188892365,288.6331481933594,0,0.44678083062171936,295,1,0,1,0.0,0.2130420207977295,1846,0.3511083424091339,0.39089450240135193,106,0.4116576611995697,2860,0.0,1,0,0.7010416388511658,0.1875,0.34535256028175354,0.0,528.8419189453125,79,588.4375,610.921875,66,4182,0,1355,1,0.4541557729244232,0,0,0.0,0,657,0.33601075410842896,0.0,799,32,61,0.48924604058265686,0.3568687438964844,0.14962121844291687,329.5336608886719,0.45804014801979065,0.5002443194389343,0.0,5769,72,0.0,1,92,0,965,0.046875,114,0.0,0,0.294921875,0.34311652183532715,3810,0.0,0.0,0,32,0.125,0.135869562625885,7724,0.47567370533943176,1,0.21250000596046448,1.0,7724,1,776.9967041015625,1,1,41,1,99,880,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
36,0.434924453496933,0,0.0,0.4375,63,133,306.9472351074219,0.25304877758026123,408.547119140625,1,177,0.4895833432674408,8192,0.0,161,818.15625,297.9573974609375,456,0.0007621950935572386,0,0,751,0.0024038462433964014,1,0,0,0.0,0.0,0.1890341192483902,1,979.8529052734375,831.5943603515625,0,297,120.05853271484375,0.43071916699409485,0.265625,1,0.0,305.5,0,0.4561094641685486,3732,439.0806579589844,0,520.458740234375,213.2916717529297,0.13461539149284363,3189,1,0.3334129750728607,0.24519230425357819,268.96875,0,0.5253230929374695,150,1,0,1,0.001923076924867928,0.0,1918,0.3417232632637024,0.3939041495323181,107,0.0,1808,0.0,1,0,0.7599206566810608,0.19153225421905518,0.4365384578704834,0.0,621.65625,54,382.4375,1010.0416870117188,70,8192,0,3488,0,0.44197946786880493,0,0,0.0,0,475,0.0,0.0,879,43,52,0.4992082417011261,0.2771405279636383,0.0837264135479927,392.8315124511719,0.4273434579372406,0.5005436539649963,0.0,5594,286,0.0,0,56,0,1377,0.0,188,0.0,0,0.2944444417953491,0.34643250703811646,8192,0.00048828125,0.0,0,43,0.0,0.1388888955116272,4228,0.49619489908218384,1,0.0,1.0,8192,1,963.4879760742188,1,1,47,1,84,980,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
39,0.42392319440841675,0,0.0,0.3499999940395355,81,130,305.7604064941406,0.23458904027938843,478.7958068847656,1,189,0.47413793206214905,4244,0.0,204,715.0,330.2593688964844,476,0.0,0,0,829,0.0,1,0,1,0.0,0.0,0.18979361653327942,1,983.5145263671875,872.8720092773438,0,136,138.79342651367188,0.42985469102859497,0.2750000059604645,1,0.0,314.171875,0,0.49401000142097473,2191,399.5625,0,535.7725830078125,250.76077270507812,0.11778846383094788,2853,1,0.35209542512893677,0.2434210479259491,266.1009521484375,0,0.4890243113040924,180,1,0,1,0.0,0.38025420904159546,1736,0.3227456212043762,0.45840489864349365,92,0.0,1186,0.0,1,0,0.7648305296897888,0.29891303181648254,0.4189356565475464,0.0,612.40625,57,447.1499938964844,747.109375,50,5316,0,3926,0,0.4468635320663452,0,0,0.0,0,650,0.0,0.0,2789,37,56,0.47997888922691345,0.34180837869644165,0.1349206417798996,305.4166564941406,0.4243295192718506,0.4998696446418762,0.0,5045,76,0.0,0,97,0,1169,0.171875,288,0.0,0,0.4201388955116272,0.422341525554657,4387,0.0,0.0,0,37,0.0,0.23076923191547394,5335,0.4935375452041626,1,0.0,1.0,5335,1,969.8486938476562,1,1,47,1,126,841,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
41,0.4029368460178375,0,0.0,0.234375,102,159,286.28057861328125,0.20373377203941345,449.6875,1,159,0.5772058963775635,3648,0.0,236,706.4375,302.8763732910156,477,0.0,0,0,684,0.0,1,0,0,0.0,0.0,0.17832814157009125,1,985.6038818359375,916.0625,0,179,127.75521087646484,0.34095630049705505,0.42527174949645996,1,0.0,303.0625,0,0.4593711197376251,2128,448.06640625,0,542.8228759765625,250.77206420898438,0.1458333283662796,2967,1,0.3279564380645752,0.1339285671710968,181.34375,0,0.5342909097671509,210,1,0,1,0.0007530120201408863,0.0,1801,0.3535533845424652,0.39721766114234924,107,0.4593396484851837,595,0.0,1,0,0.7072916626930237,0.1953125,0.3810240924358368,0.0,569.5555419921875,94,397.1875,869.328125,96,8192,0,3222,1,0.49472033977508545,0,0,0.0,0,529,0.39444276690483093,0.0008561643771827221,1128,33,68,0.42695629596710205,0.33565419912338257,0.12928082048892975,319.2309875488281,0.4552428424358368,0.49491390585899353,0.0,2997,77,0.0,1,102,0,1074,0.0,138,0.0,0,0.3018617033958435,0.30094191431999207,4781,0.000244140625,0.0,0,33,0.1875,0.10000000149011612,8192,0.4858214259147644,1,0.2916666567325592,1.0,8192,1,851.78125,1,1,49,1,105,831,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
42,0.4018166959285736,0,0.0,0.4270833432674408,91,172,290.2321472167969,0.20224718749523163,559.7943115234375,1,172,0.5397727489471436,4269,0.0,237,506.375,287.4134521484375,648,0.0,0,0,714,0.0,1,0,0,0.0,0.0,0.20515742897987366,1,951.2998657226562,940.7488403320312,0,190,121.85237121582031,0.4109613001346588,0.36057692766189575,1,0.0,333.9375,0,0.4779544472694397,642,474.2674865722656,0,558.4228515625,257.2301025390625,0.109375,2564,1,0.35825175046920776,0.21458333730697632,342.7573547363281,0,0.5534045696258545,170,1,0,1,0.0029069767333567142,0.0,1703,0.31251633167266846,0.4060244858264923,98,0.45680341124534607,647,0.0,1,0,0.7769396305084229,0.20749999582767487,0.45130813121795654,0.0,435.3229064941406,81,387.125,394.8125,57,8192,0,4164,1,0.48055312037467957,0,0,0.0,0,896,0.4709290862083435,0.0,970,39,62,0.4972512125968933,0.3858311176300049,0.18171297013759613,330.5454406738281,0.41652294993400574,0.4991251230239868,0.0,7701,159,0.0,1,96,0,2427,0.0,104,0.0,0,0.35178571939468384,0.3511083424091339,4307,0.00048828125,0.0,0,39,0.3125,0.14338235557079315,5013,0.4978043735027313,1,0.71875,1.0,8192,1,946.9603881835938,1,1,52,1,119,663,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
43,0.3588416874408722,0,0.0,0.40625,64,167,314.19281005859375,0.15168538689613342,478.96875,1,156,0.6853448152542114,4037,0.0,203,308.125,298.6312561035156,643,0.0,0,0,727,0.0,1,0,1,0.0,0.0,0.1748512089252472,1,1036.4698486328125,987.2916870117188,0,57,143.91952514648438,0.3684332072734833,0.3187499940395355,1,0.0,316.6875,0,0.47326308488845825,1568,458.3577575683594,0,557.001220703125,233.44827270507812,0.05078125,2380,1,0.36257830262184143,0.1614583283662796,409.9416809082031,0,0.5011605024337769,262,1,0,1,0.0016891892300918698,0.14433756470680237,602,0.21998077630996704,0.4631340801715851,97,0.0,1501,0.0,1,0,0.7285959124565125,0.3103448152542114,0.4636824429035187,0.0,546.015625,74,457.3125,585.4375,47,8192,0,1804,1,0.4663563668727875,1,0,0.0,0,669,0.40311288833618164,0.0,680,34,66,0.49501481652259827,0.3858311176300049,0.18171297013759613,348.7596130371094,0.4448745548725128,0.4648796021938324,0.0,4929,87,0.0,1,89,0,4168,0.02083333395421505,204,0.0,0,0.33776596188545227,0.4128345251083374,4202,0.000244140625,0.0,0,34,0.1875,0.21666666865348816,4735,0.4988900125026703,1,1.0,1.0,8192,1,969.6223754882812,1,1,43,1,85,4254,jz8lbvjz,2025-05-14T03:15:19Z,70459-zhoujun-mix-guru18k-models--Qwen--Qwen2.5-7B-think
